2.5	0.15001510352048358	0.1711766149121122	0.18684165969909858
8.5	0.17227389750619054	0.2061013083658771	0.2318540814077722
16	0.22836521770272494	0.2962505835409931	0.33652338144096133
# Eof
#Y2S-pt
#pt	etabar=1/(4pi)	        etabar=2/(4pi)	        etabar=3/(4pi)
