1.25	0.412633304851916	0.46385970320357	0.520368395814233
3.75	0.412655547435420	0.46388464881379	0.520396415313979
6.5	0.416066046593064	0.46867070228457	0.526136886870241
10.	0.432649789044810	0.49191450631751	0.552898285629629
16.	0.459295070275519	0.52412895896543	0.593470612087941
20.	0.486603511113111	0.55557182646730	0.630903251861016
# Eof, last line added for full graph
#Y1S-pt
#pt	etabar=1/(4pi)	        etabar=2/(4pi)	        etabar=3/(4pi)
