0	0.60341025	0.68132381	0.75691817
6.49999	0.60341025	0.68132381	0.75691817
6.5	0.61727763	0.70024306	0.78638818
9.99999	0.61727763	0.70024306	0.78638818
10	0.64291889	0.72745432	0.81476415
19.99999	0.64291889	0.72745432	0.81476415
